Updated On,State,First Dose Administered,Second Dose Administered,Total Doses Administered
02/02/2021,Manipur,4739,0,4739
02/02/2021,Meghalaya,4694,0,4694
02/02/2021,Mizoram,9932,0,9932
02/02/2021,Nagaland,4093,0,4093
02/02/2021,Odisha,208205,0,208205
02/02/2021,Puducherry,3077,0,3077
02/02/2021,Punjab,61381,0,61381
02/02/2021,Rajasthan,339218,0,339218
02/02/2021,Sikkim,2647,0,2647
02/02/2021,Tamil Nadu,120745,0,120745
02/02/2021,Telangana,170043,0,170043
02/02/2021,Tripura,32196,0,32196
02/02/2021,Uttar Pradesh,463793,0,463793
02/02/2021,Uttarakhand,43430,0,43430
02/02/2021,West Bengal,288245,0,288245
02/02/2021,Miscellaneous,55606,0,55606
02/02/2021,Total,4138918,0,4138918
03/02/2021,Andaman and Nicobar Islands,2772,0,2772
03/02/2021,Andhra Pradesh,215171,0,215171
03/02/2021,Arunachal Pradesh,9846,0,9846
03/02/2021,Assam,43607,0,43607
03/02/2021,Bihar,264097,0,264097
03/02/2021,Chandigarh,4399,0,4399
03/02/2021,Chhattisgarh,101564,0,101564
03/02/2021,Dadra and Nagar Haveli and Daman and Diu,1487,0,1487
03/02/2021,Delhi,81433,0,81433
03/02/2021,Goa,6326,0,6326
03/02/2021,Gujarat,311251,0,311251
03/02/2021,Haryana,129866,0,129866
03/02/2021,Himachal Pradesh,43926,0,43926
03/02/2021,Jammu and Kashmir,26634,0,26634
03/02/2021,Jharkhand,67970,0,67970
03/02/2021,Karnataka,316638,0,316638
03/02/2021,Kerala,246043,0,246043
03/02/2021,Ladakh,1511,0,1511
03/02/2021,Lakshadweep,807,0,807
03/02/2021,Madhya Pradesh,330722,0,330722
03/02/2021,Maharashtra,354633,0,354633
03/02/2021,Manipur,5872,0,5872
03/02/2021,Meghalaya,4806,0,4806
03/02/2021,Mizoram,9995,0,9995
03/02/2021,Nagaland,4244,0,4244
03/02/2021,Odisha,211346,0,211346
03/02/2021,Puducherry,3222,0,3222
03/02/2021,Punjab,63663,0,63663
03/02/2021,Rajasthan,363521,0,363521
03/02/2021,Sikkim,3425,0,3425
03/02/2021,Tamil Nadu,133434,0,133434
03/02/2021,Telangana,176732,0,176732
03/02/2021,Tripura,32340,0,32340
03/02/2021,Uttar Pradesh,463793,0,463793
03/02/2021,Uttarakhand,54153,0,54153
03/02/2021,West Bengal,301091,0,301091
03/02/2021,Miscellaneous,57212,0,57212
03/02/2021,Total,4449552,0,4449552
04/02/2021,Andaman and Nicobar Islands,2938,0,2938
04/02/2021,Andhra Pradesh,243243,0,243243
04/02/2021,Arunachal Pradesh,10889,0,10889
04/02/2021,Assam,60556,0,60556
04/02/2021,Bihar,312339,0,312339
04/02/2021,Chandigarh,4782,0,4782
04/02/2021,Chhattisgarh,131173,0,131173
04/02/2021,Dadra and Nagar Haveli and Daman and Diu,1636,0,1636
04/02/2021,Delhi,90927,0,90927
04/02/2021,Goa,7193,0,7193
04/02/2021,Gujarat,348183,0,348183
04/02/2021,Haryana,133637,0,133637
04/02/2021,Himachal Pradesh,48360,0,48360
04/02/2021,Jammu and Kashmir,34475,0,34475
04/02/2021,Jharkhand,75205,0,75205
04/02/2021,Karnataka,330112,0,330112
04/02/2021,Kerala,270992,0,270992
04/02/2021,Ladakh,1511,0,1511
04/02/2021,Lakshadweep,807,0,807
04/02/2021,Madhya Pradesh,339386,0,339386
04/02/2021,Maharashtra,389577,0,389577
04/02/2021,Manipur,6095,0,6095
04/02/2021,Meghalaya,5469,0,5469
04/02/2021,Mizoram,10044,0,10044
04/02/2021,Nagaland,4405,0,4405
04/02/2021,Odisha,234923,0,234923
04/02/2021,Puducherry,3222,0,3222
04/02/2021,Punjab,67861,0,67861
04/02/2021,Rajasthan,384810,0,384810
04/02/2021,Sikkim,4264,0,4264
04/02/2021,Tamil Nadu,145928,0,145928
04/02/2021,Telangana,188279,0,188279
04/02/2021,Tripura,35191,0,35191
04/02/2021,Uttar Pradesh,589101,0,589101
04/02/2021,Uttarakhand,62858,0,62858
04/02/2021,West Bengal,320668,0,320668
04/02/2021,Miscellaneous,58406,0,58406
04/02/2021,Total,4959445,0,4959445
05/02/2021,Andaman and Nicobar Islands,3161,0,3161
05/02/2021,Andhra Pradesh,272190,0,272190
05/02/2021,Arunachal Pradesh,11834,0,11834
05/02/2021,Assam,77225,0,77225
05/02/2021,Bihar,354360,0,354360
05/02/2021,Chandigarh,5234,0,5234
05/02/2021,Chhattisgarh,150487,0,150487
05/02/2021,Dadra and Nagar Haveli and Daman and Diu,1888,0,1888
05/02/2021,Delhi,100079,0,100079
05/02/2021,Goa,7939,0,7939
05/02/2021,Gujarat,394416,0,394416
05/02/2021,Haryana,137706,0,137706
05/02/2021,Himachal Pradesh,51555,0,51555
05/02/2021,Jammu and Kashmir,41624,0,41624
05/02/2021,Jharkhand,85580,0,85580
05/02/2021,Karnataka,360592,0,360592
05/02/2021,Kerala,286132,0,286132
05/02/2021,Ladakh,1745,0,1745
05/02/2021,Lakshadweep,831,0,831
05/02/2021,Madhya Pradesh,340625,0,340625
05/02/2021,Maharashtra,434943,0,434943
05/02/2021,Manipur,6874,0,6874
05/02/2021,Meghalaya,6213,0,6213
05/02/2021,Mizoram,10555,0,10555
05/02/2021,Nagaland,4515,0,4515
05/02/2021,Odisha,235680,0,235680
05/02/2021,Puducherry,3532,0,3532
05/02/2021,Punjab,72855,0,72855
05/02/2021,Rajasthan,414422,0,414422
05/02/2021,Sikkim,5139,0,5139
05/02/2021,Tamil Nadu,157324,0,157324
05/02/2021,Telangana,193667,0,193667
05/02/2021,Tripura,37359,0,37359
05/02/2021,Uttar Pradesh,673542,0,673542
05/02/2021,Uttarakhand,70292,0,70292
05/02/2021,West Bengal,344227,0,344227
05/02/2021,Miscellaneous,60507,0,60507
05/02/2021,Total,5416849,0,5416849
06/02/2021,Andaman and Nicobar Islands,3161,0,3161
06/02/2021,Andhra Pradesh,299649,0,299649
06/02/2021,Arunachal Pradesh,12346,0,12346
06/02/2021,Assam,87269,0,87269
06/02/2021,Bihar,374538,0,374538
06/02/2021,Chandigarh,5645,0,5645
06/02/2021,Chhattisgarh,168881,0,168881
06/02/2021,Dadra and Nagar Haveli and Daman and Diu,2212,0,2212
06/02/2021,Delhi,109589,0,109589
06/02/2021,Goa,8257,0,8257
06/02/2021,Gujarat,438573,0,438573
06/02/2021,Haryana,139068,0,139068
06/02/2021,Himachal Pradesh,54573,0,54573
06/02/2021,Jammu and Kashmir,49419,0,49419
06/02/2021,Jharkhand,95934,0,95934
06/02/2021,Karnataka,386186,0,386186
06/02/2021,Kerala,291852,0,291852
06/02/2021,Ladakh,1987,0,1987
06/02/2021,Lakshadweep,839,0,839
06/02/2021,Madhya Pradesh,342016,0,342016
06/02/2021,Maharashtra,473480,0,473480
06/02/2021,Manipur,8256,0,8256
06/02/2021,Meghalaya,6859,0,6859
06/02/2021,Mizoram,10937,0,10937
06/02/2021,Nagaland,4535,0,4535
06/02/2021,Odisha,275055,0,275055
06/02/2021,Puducherry,3532,0,3532
06/02/2021,Punjab,76430,0,76430
06/02/2021,Rajasthan,459652,0,459652
06/02/2021,Sikkim,5372,0,5372
06/02/2021,Tamil Nadu,166408,0,166408
06/02/2021,Telangana,209104,0,209104
06/02/2021,Tripura,40347,0,40347
06/02/2021,Uttar Pradesh,673542,0,673542
06/02/2021,Uttarakhand,73762,0,73762
06/02/2021,West Bengal,354000,0,354000
06/02/2021,Miscellaneous,62057,0,62057
06/02/2021,Total,5775322,0,5775322
07/02/2021,Andaman and Nicobar Islands,3397,0,3397
07/02/2021,Andhra Pradesh,299649,0,299649
07/02/2021,Arunachal Pradesh,12346,0,12346
07/02/2021,Assam,88585,0,88585
07/02/2021,Bihar,380229,0,380229
07/02/2021,Chandigarh,5645,0,5645
07/02/2021,Chhattisgarh,168881,0,168881
07/02/2021,Dadra and Nagar Haveli and Daman and Diu,2212,0,2212
07/02/2021,Delhi,109589,0,109589
07/02/2021,Goa,8257,0,8257
07/02/2021,Gujarat,451002,0,451002
07/02/2021,Haryana,139129,0,139129
07/02/2021,Himachal Pradesh,54573,0,54573
07/02/2021,Jammu and Kashmir,49419,0,49419
07/02/2021,Jharkhand,106577,0,106577
07/02/2021,Karnataka,388769,0,388769
07/02/2021,Kerala,292342,0,292342
07/02/2021,Ladakh,1987,0,1987
07/02/2021,Lakshadweep,839,0,839
07/02/2021,Madhya Pradesh,342016,0,342016
07/02/2021,Maharashtra,473480,0,473480
07/02/2021,Manipur,8334,0,8334
07/02/2021,Meghalaya,6859,0,6859
07/02/2021,Mizoram,10937,0,10937
07/02/2021,Nagaland,4535,0,4535
07/02/2021,Odisha,276323,0,276323
07/02/2021,Puducherry,3532,0,3532
07/02/2021,Punjab,76430,0,76430
07/02/2021,Rajasthan,460994,0,460994
07/02/2021,Sikkim,5372,0,5372
07/02/2021,Tamil Nadu,166408,0,166408
07/02/2021,Telangana,209104,0,209104
07/02/2021,Tripura,40405,0,40405
07/02/2021,Uttar Pradesh,673542,0,673542
07/02/2021,Uttarakhand,74607,0,74607
07/02/2021,West Bengal,354000,0,354000
07/02/2021,Miscellaneous,62057,0,62057
07/02/2021,Total,5812362,0,5812362
08/02/2021,Andaman and Nicobar Islands,3397,0,3397
08/02/2021,Andhra Pradesh,314316,0,314316
08/02/2021,Arunachal Pradesh,13479,0,13479
08/02/2021,Assam,99889,0,99889
08/02/2021,Bihar,397555,0,397555
08/02/2021,Chandigarh,6027,0,6027
08/02/2021,Chhattisgarh,184733,0,184733
08/02/2021,Dadra and Nagar Haveli and Daman and Diu,2295,0,2295
08/02/2021,Delhi,119329,0,119329
08/02/2021,Goa,8352,0,8352
08/02/2021,Gujarat,505960,0,505960
08/02/2021,Haryana,169055,0,169055
08/02/2021,Himachal Pradesh,58031,0,58031
08/02/2021,Jammu and Kashmir,61035,0,61035
08/02/2021,Jharkhand,124505,0,124505
08/02/2021,Karnataka,415403,0,415403
08/02/2021,Kerala,307998,0,307998
08/02/2021,Ladakh,2234,0,2234
08/02/2021,Lakshadweep,868,0,868
08/02/2021,Madhya Pradesh,379251,0,379251
08/02/2021,Maharashtra,512476,0,512476
08/02/2021,Manipur,9989,0,9989
08/02/2021,Meghalaya,7662,0,7662
08/02/2021,Mizoram,10937,0,10937
08/02/2021,Nagaland,4973,0,4973
08/02/2021,Odisha,315725,0,315725
08/02/2021,Puducherry,3881,0,3881
08/02/2021,Punjab,82127,0,82127
08/02/2021,Rajasthan,487848,0,487848
08/02/2021,Sikkim,6007,0,6007
08/02/2021,Tamil Nadu,175027,0,175027
08/02/2021,Telangana,229027,0,229027
08/02/2021,Tripura,45674,0,45674
08/02/2021,Uttar Pradesh,673542,0,673542
08/02/2021,Uttarakhand,79283,0,79283
08/02/2021,West Bengal,377608,0,377608
08/02/2021,Miscellaneous,63510,0,63510
08/02/2021,Total,6259008,0,6259008
09/02/2021,Andaman and Nicobar Islands,3413,0,3413
09/02/2021,Andhra Pradesh,325538,0,325538
09/02/2021,Arunachal Pradesh,13480,0,13480
09/02/2021,Assam,108887,0,108887
09/02/2021,Bihar,415989,0,415989
09/02/2021,Chandigarh,6458,0,6458
09/02/2021,Chhattisgarh,198567,0,198567
09/02/2021,Dadra and Nagar Haveli and Daman and Diu,2540,0,2540
09/02/2021,Delhi,132046,0,132046
09/02/2021,Goa,8929,0,8929
09/02/2021,Gujarat,572412,0,572412
09/02/2021,Haryana,180663,0,180663
09/02/2021,Himachal Pradesh,61271,0,61271
09/02/2021,Jammu and Kashmir,74219,0,74219
09/02/2021,Jharkhand,143401,0,143401
09/02/2021,Karnataka,441692,0,441692
09/02/2021,Kerala,322016,0,322016
09/02/2021,Ladakh,2309,0,2309
09/02/2021,Lakshadweep,920,0,920
09/02/2021,Madhya Pradesh,380285,0,380285
09/02/2021,Maharashtra,536436,0,536436
09/02/2021,Manipur,11078,0,11078
09/02/2021,Meghalaya,9069,0,9069
09/02/2021,Mizoram,11046,0,11046
09/02/2021,Nagaland,5826,0,5826
09/02/2021,Odisha,342254,0,342254
09/02/2021,Puducherry,4301,0,4301
09/02/2021,Punjab,87181,0,87181
09/02/2021,Rajasthan,491543,0,491543
09/02/2021,Sikkim,6961,0,6961
09/02/2021,Tamil Nadu,185577,0,185577
09/02/2021,Telangana,243665,0,243665
09/02/2021,Tripura,51449,0,51449
09/02/2021,Uttar Pradesh,673542,0,673542
09/02/2021,Uttarakhand,85359,0,85359
09/02/2021,West Bengal,404001,0,404001
09/02/2021,Miscellaneous,67238,0,67238
09/02/2021,Total,6611561,0,6611561
10/02/2021,Andaman and Nicobar Islands,3413,0,3413
10/02/2021,Andhra Pradesh,335268,0,335268
10/02/2021,Arunachal Pradesh,13480,0,13480
10/02/2021,Assam,110977,0,110977
10/02/2021,Bihar,430307,0,430307
10/02/2021,Chandigarh,6903,0,6903
10/02/2021,Chhattisgarh,216784,0,216784
10/02/2021,Dadra and Nagar Haveli and Daman and Diu,3356,0,3356
10/02/2021,Delhi,146789,0,146789
10/02/2021,Goa,9961,0,9961
10/02/2021,Gujarat,614530,0,614530
10/02/2021,Haryana,183529,0,183529
10/02/2021,Himachal Pradesh,66101,0,66101
10/02/2021,Jammu and Kashmir,74219,0,74219
10/02/2021,Jharkhand,160492,0,160492
10/02/2021,Karnataka,464485,0,464485
10/02/2021,Kerala,326246,0,326246
10/02/2021,Ladakh,2536,0,2536
10/02/2021,Lakshadweep,920,0,920
10/02/2021,Madhya Pradesh,431702,0,431702
10/02/2021,Maharashtra,573681,0,573681
10/02/2021,Manipur,13747,0,13747
10/02/2021,Meghalaya,9760,0,9760
10/02/2021,Mizoram,11046,0,11046
10/02/2021,Nagaland,7167,0,7167
10/02/2021,Odisha,361623,0,361623
10/02/2021,Puducherry,4770,0,4770
10/02/2021,Punjab,91669,0,91669
10/02/2021,Rajasthan,559990,0,559990
10/02/2021,Sikkim,7808,0,7808
10/02/2021,Tamil Nadu,197392,0,197392
10/02/2021,Telangana,258122,0,258122
10/02/2021,Tripura,52908,0,52908
10/02/2021,Uttar Pradesh,673542,0,673542
10/02/2021,Uttarakhand,90483,0,90483
10/02/2021,West Bengal,427042,0,427042
10/02/2021,Miscellaneous,74366,0,74366
10/02/2021,Total,7017114,0,7017114
11/02/2021,Andaman and Nicobar Islands,3454,0,3454
11/02/2021,Andhra Pradesh,343813,0,343813
11/02/2021,Arunachal Pradesh,14322,0,14322
11/02/2021,Assam,117607,0,117607
11/02/2021,Bihar,448903,0,448903
11/02/2021,Chandigarh,7374,0,7374
11/02/2021,Chhattisgarh,233126,0,233126
11/02/2021,Dadra and Nagar Haveli and Daman and Diu,3728,0,3728
11/02/2021,Delhi,162596,0,162596
11/02/2021,Goa,11391,0,11391
11/02/2021,Gujarat,645439,0,645439
11/02/2021,Haryana,190390,0,190390
11/02/2021,Himachal Pradesh,72191,0,72191
11/02/2021,Jammu and Kashmir,93570,0,93570
11/02/2021,Jharkhand,174080,0,174080
11/02/2021,Karnataka,477005,0,477005
11/02/2021,Kerala,333560,0,333560
11/02/2021,Ladakh,2761,0,2761
11/02/2021,Lakshadweep,920,0,920
11/02/2021,Madhya Pradesh,487271,0,487271
11/02/2021,Maharashtra,608573,0,608573
11/02/2021,Manipur,15944,0,15944
11/02/2021,Meghalaya,11642,0,11642
11/02/2021,Mizoram,11046,0,11046
11/02/2021,Nagaland,8371,0,8371
11/02/2021,Odisha,383023,0,383023
11/02/2021,Puducherry,4780,0,4780
11/02/2021,Punjab,97668,0,97668
11/02/2021,Rajasthan,590990,0,590990
11/02/2021,Sikkim,8316,0,8316
11/02/2021,Tamil Nadu,211762,0,211762
11/02/2021,Telangana,270615,0,270615
11/02/2021,Tripura,59438,0,59438
11/02/2021,Uttar Pradesh,763421,0,763421
11/02/2021,Uttarakhand,97618,0,97618
11/02/2021,West Bengal,453303,0,453303
11/02/2021,Miscellaneous,84999,0,84999
11/02/2021,Total,7505010,0,7505010
12/02/2021,Andaman and Nicobar Islands,3454,0,3454
12/02/2021,Andhra Pradesh,351993,0,351993
12/02/2021,Arunachal Pradesh,15098,0,15098
12/02/2021,Assam,125038,0,125038
12/02/2021,Bihar,471683,0,471683
12/02/2021,Chandigarh,8017,0,8017
12/02/2021,Chhattisgarh,247745,0,247745
12/02/2021,Dadra and Nagar Haveli and Daman and Diu,3985,0,3985
12/02/2021,Delhi,177439,0,177439
12/02/2021,Goa,12949,0,12949
12/02/2021,Gujarat,667073,0,667073
12/02/2021,Haryana,194124,0,194124
12/02/2021,Himachal Pradesh,79166,0,79166
12/02/2021,Jammu and Kashmir,111470,0,111470
12/02/2021,Jharkhand,188095,0,188095
12/02/2021,Karnataka,491552,0,491552
12/02/2021,Kerala,345197,0,345197
12/02/2021,Ladakh,2854,0,2854
12/02/2021,Lakshadweep,1776,0,1776
12/02/2021,Madhya Pradesh,526095,0,526095
12/02/2021,Maharashtra,649660,0,649660
12/02/2021,Manipur,19563,0,19563
12/02/2021,Meghalaya,12797,0,12797
12/02/2021,Mizoram,11332,0,11332
12/02/2021,Nagaland,9125,0,9125
12/02/2021,Odisha,399670,0,399670
12/02/2021,Puducherry,5510,0,5510
12/02/2021,Punjab,101861,0,101861
12/02/2021,Rajasthan,606694,0,606694
12/02/2021,Sikkim,8335,0,8335
12/02/2021,Tamil Nadu,227542,0,227542
12/02/2021,Telangana,278250,0,278250
12/02/2021,Tripura,65288,0,65288
12/02/2021,Uttar Pradesh,858602,0,858602
12/02/2021,Uttarakhand,104052,0,104052
12/02/2021,West Bengal,485054,0,485054
12/02/2021,Miscellaneous,99509,0,99509
12/02/2021,Total,7967647,0,7967647
13/02/2021,Andaman and Nicobar Islands,3646,0,3646
13/02/2021,Andhra Pradesh,356521,5820,362341
13/02/2021,Arunachal Pradesh,15633,461,16094
13/02/2021,Assam,127566,2215,129781
13/02/2021,Bihar,491233,0,491233
13/02/2021,Chandigarh,8660,143,8803
13/02/2021,Chhattisgarh,261274,833,262107
13/02/2021,Dadra and Nagar Haveli and Daman and Diu,4043,71,4114
13/02/2021,Delhi,189351,1856,191207
13/02/2021,Goa,13166,517,13683
13/02/2021,Gujarat,680326,0,680326
13/02/2021,Haryana,195745,588,196333
13/02/2021,Himachal Pradesh,81482,475,81957
13/02/2021,Jammu and Kashmir,128822,807,129629
13/02/2021,Jharkhand,199008,1873,200881
13/02/2021,Karnataka,496159,0,496159
13/02/2021,Kerala,356322,0,356322
13/02/2021,Ladakh,2904,77,2981
13/02/2021,Lakshadweep,1776,0,1776
13/02/2021,Madhya Pradesh,557105,0,557105
13/02/2021,Maharashtra,682420,189,682609
13/02/2021,Manipur,22362,55,22417
13/02/2021,Meghalaya,13998,91,14089
13/02/2021,Mizoram,11494,74,11568
13/02/2021,Nagaland,9684,0,9684
13/02/2021,Odisha,411939,0,411939
13/02/2021,Puducherry,5953,71,6024
13/02/2021,Punjab,103799,59,103858
13/02/2021,Rajasthan,609568,0,609568
13/02/2021,Sikkim,8335,0,8335
13/02/2021,Tamil Nadu,246420,1154,247574
13/02/2021,Telangana,278915,3273,282188
13/02/2021,Tripura,69196,366,69562
13/02/2021,Uttar Pradesh,858602,0,858602
13/02/2021,Uttarakhand,108974,0,108974
13/02/2021,West Bengal,512772,2345,515117
13/02/2021,Miscellaneous,115057,215,115272
13/02/2021,Total,8240230,23628,8263858
14/02/2021,Andaman and Nicobar Islands,3646,0,3646
14/02/2021,Andhra Pradesh,356521,5820,362341
14/02/2021,Arunachal Pradesh,15633,461,16094
14/02/2021,Assam,127658,2215,129873
14/02/2021,Bihar,492152,0,492152
14/02/2021,Chandigarh,8660,143,8803
14/02/2021,Chhattisgarh,262092,895,262987
14/02/2021,Dadra and Nagar Haveli and Daman and Diu,4043,71,4114
14/02/2021,Delhi,189351,1856,191207
14/02/2021,Goa,13166,517,13683
14/02/2021,Gujarat,683903,0,683903
14/02/2021,Haryana,195764,588,196352
14/02/2021,Himachal Pradesh,81482,475,81957
14/02/2021,Jammu and Kashmir,128822,807,129629
14/02/2021,Jharkhand,206182,2209,208391
14/02/2021,Karnataka,496234,0,496234
14/02/2021,Kerala,358529,46,358575
14/02/2021,Ladakh,2904,77,2981
14/02/2021,Lakshadweep,1776,0,1776
14/02/2021,Madhya Pradesh,557105,0,557105
14/02/2021,Maharashtra,682744,189,682933
14/02/2021,Manipur,22726,169,22895
14/02/2021,Meghalaya,13998,91,14089
14/02/2021,Mizoram,11680,74,11754
14/02/2021,Nagaland,9695,123,9818
14/02/2021,Odisha,412046,0,412046
14/02/2021,Puducherry,5953,71,6024
14/02/2021,Punjab,103799,59,103858
14/02/2021,Rajasthan,610088,0,610088
14/02/2021,Sikkim,8335,0,8335
14/02/2021,Tamil Nadu,246420,1154,247574
14/02/2021,Telangana,278915,3273,282188
14/02/2021,Tripura,69196,366,69562
14/02/2021,Uttar Pradesh,858602,0,858602
14/02/2021,Uttarakhand,110326,0,110326
14/02/2021,West Bengal,514570,2382,516952
14/02/2021,Miscellaneous,116018,430,116448
14/02/2021,Total,8260734,24561,8285295
15/02/2021,Andaman and Nicobar Islands,3847,182,4029
15/02/2021,Andhra Pradesh,361814,14630,376444
15/02/2021,Arunachal Pradesh,16613,1574,18187
15/02/2021,Assam,128613,3862,132475
15/02/2021,Bihar,495717,13309,509026
15/02/2021,Chandigarh,9212,144,9356
15/02/2021,Chhattisgarh,282031,5193,287224
15/02/2021,Dadra and Nagar Haveli and Daman and Diu,4319,75,4394
15/02/2021,Delhi,202125,4047,206172
15/02/2021,Goa,13166,517,13683
15/02/2021,Gujarat,690074,9278,699352
15/02/2021,Haryana,201007,3977,204984
15/02/2021,Himachal Pradesh,82400,1894,84294
15/02/2021,Jammu and Kashmir,145600,1849,147449
15/02/2021,Jharkhand,217610,4137,221747
15/02/2021,Karnataka,500491,11985,512476
15/02/2021,Kerala,367367,3570,370937
15/02/2021,Ladakh,2904,77,2981
15/02/2021,Lakshadweep,1776,0,1776
15/02/2021,Madhya Pradesh,575728,0,575728
15/02/2021,Maharashtra,708276,4857,713133
15/02/2021,Manipur,25452,319,25771
15/02/2021,Meghalaya,16053,170,16223
15/02/2021,Mizoram,12330,227,12557
15/02/2021,Nagaland,11601,341,11942
15/02/2021,Odisha,416756,10034,426790
15/02/2021,Puducherry,6320,193,6513
15/02/2021,Punjab,106797,1057,107854
15/02/2021,Rajasthan,618919,8791,627710
15/02/2021,Sikkim,8543,0,8543
15/02/2021,Tamil Nadu,264283,4936,269219
15/02/2021,Telangana,279237,14205,293442
15/02/2021,Tripura,73814,1491,75305
15/02/2021,Uttar Pradesh,916568,18394,934962
15/02/2021,Uttarakhand,115281,1421,116702
15/02/2021,West Bengal,545299,9821,555120
15/02/2021,Miscellaneous,132588,3734,136322
15/02/2021,Total,8560531,160291,8720822
16/02/2021,Andaman and Nicobar Islands,3847,182,4029
16/02/2021,Andhra Pradesh,366523,24142,390665
16/02/2021,Arunachal Pradesh,16613,1574,18187
16/02/2021,Assam,130058,5361,135419
16/02/2021,Bihar,496988,13497,510485
16/02/2021,Chandigarh,9756,252,10008
16/02/2021,Chhattisgarh,296308,6682,302990
16/02/2021,Dadra and Nagar Haveli and Daman and Diu,4483,164,4647
16/02/2021,Delhi,214646,6579,221225
16/02/2021,Goa,13147,354,13501
16/02/2021,Gujarat,695628,15809,711437
16/02/2021,Haryana,201098,4773,205871
16/02/2021,Himachal Pradesh,84225,2907,87132
16/02/2021,Jammu and Kashmir,159765,2501,162266
16/02/2021,Jharkhand,224005,5408,229413
16/02/2021,Karnataka,505157,28901,534058
16/02/2021,Kerala,375441,12815,388256
16/02/2021,Ladakh,3421,228,3649
16/02/2021,Lakshadweep,1809,115,1924
16/02/2021,Madhya Pradesh,576610,0,576610
16/02/2021,Maharashtra,731537,9294,740831
16/02/2021,Manipur,28579,459,29038
16/02/2021,Meghalaya,17889,337,18226
16/02/2021,Mizoram,12330,227,12557
16/02/2021,Nagaland,15025,1209,16234
16/02/2021,Odisha,417881,10590,428471
16/02/2021,Puducherry,6627,330,6957
16/02/2021,Punjab,109911,2041,111952
16/02/2021,Rajasthan,622374,14647,637021
16/02/2021,Sikkim,8991,157,9148
16/02/2021,Tamil Nadu,280892,9356,290248
16/02/2021,Telangana,279497,53350,332847
16/02/2021,Tripura,73924,1491,75415
16/02/2021,Uttar Pradesh,916568,18394,934962
16/02/2021,Uttarakhand,119060,2666,121726
16/02/2021,West Bengal,546433,10017,556450
16/02/2021,Miscellaneous,155807,9568,165375
16/02/2021,Total,8722853,276377,8999230
17/02/2021,Andaman and Nicobar Islands,4045,182,4227
17/02/2021,Andhra Pradesh,376308,35475,411783
17/02/2021,Arunachal Pradesh,16613,1574,18187
17/02/2021,Assam,131651,5573,137224
17/02/2021,Bihar,502903,15192,518095
17/02/2021,Chandigarh,10583,277,10860
17/02/2021,Chhattisgarh,308551,9829,318380
17/02/2021,Dadra and Nagar Haveli and Daman and Diu,5623,188,5811
17/02/2021,Delhi,228911,7651,236562
17/02/2021,Goa,13692,354,14046
17/02/2021,Gujarat,699443,17801,717244
17/02/2021,Haryana,201675,8009,209684
17/02/2021,Himachal Pradesh,87499,4306,91805
17/02/2021,Jammu and Kashmir,159765,2501,162266
17/02/2021,Jharkhand,232671,7541,240212
17/02/2021,Karnataka,510696,54397,565093
17/02/2021,Kerala,379034,16153,395187
17/02/2021,Ladakh,3856,290,4146
17/02/2021,Lakshadweep,1809,115,1924
17/02/2021,Madhya Pradesh,597537,0,597537
17/02/2021,Maharashtra,764965,16835,781800
17/02/2021,Manipur,32748,777,33525
17/02/2021,Meghalaya,21221,470,21691
17/02/2021,Mizoram,12976,585,13561
17/02/2021,Nagaland,16502,1750,18252
17/02/2021,Odisha,421142,18248,439390
17/02/2021,Puducherry,6959,395,7354
17/02/2021,Punjab,112231,3051,115282
17/02/2021,Rajasthan,744741,15334,760075
17/02/2021,Sikkim,9509,251,9760
17/02/2021,Tamil Nadu,295338,14039,309377
17/02/2021,Telangana,279534,53701,333235
17/02/2021,Tripura,75565,2361,77926
17/02/2021,Uttar Pradesh,916568,18394,934962
17/02/2021,Uttarakhand,123656,3063,126719
17/02/2021,West Bengal,557880,15866,573746
17/02/2021,Miscellaneous,188661,16639,205300
17/02/2021,Total,9053061,369167,9422228
18/02/2021,Andaman and Nicobar Islands,4347,495,4842
18/02/2021,Andhra Pradesh,386770,51996,438766
18/02/2021,Arunachal Pradesh,18359,2941,21300
18/02/2021,Assam,138795,7953,146748
18/02/2021,Bihar,506688,33419,540107
18/02/2021,Chandigarh,11381,423,11804
18/02/2021,Chhattisgarh,321706,14425,336131
18/02/2021,Dadra and Nagar Haveli and Daman and Diu,6133,208,6341
18/02/2021,Delhi,249791,11188,260979
18/02/2021,Goa,13862,356,14218
18/02/2021,Gujarat,811152,28047,839199
18/02/2021,Haryana,203766,16500,220266
18/02/2021,Himachal Pradesh,90908,68031,158939
18/02/2021,Jammu and Kashmir,177795,3756,181551
18/02/2021,Jharkhand,238852,8595,247447
18/02/2021,Karnataka,519158,63533,582691
18/02/2021,Kerala,386901,23948,410849
18/02/2021,Ladakh,4436,290,4726
18/02/2021,Lakshadweep,1809,115,1924
18/02/2021,Madhya Pradesh,611640,0,611640
18/02/2021,Maharashtra,814682,24884,839566
18/02/2021,Manipur,35834,901,36735
18/02/2021,Meghalaya,21674,607,22281
18/02/2021,Mizoram,13731,1384,15115
18/02/2021,Nagaland,18398,2661,21059
18/02/2021,Odisha,429212,53401,482613
18/02/2021,Puducherry,7661,454,8115
18/02/2021,Punjab,116199,5575,121774
18/02/2021,Rajasthan,747420,15493,762913
18/02/2021,Sikkim,10143,357,10500
18/02/2021,Tamil Nadu,309692,20125,329817
18/02/2021,Telangana,279832,73281,353113
18/02/2021,Tripura,79030,6766,85796
